0,425198751607955
0,588681052545012
0,052638987187698
0,754101903349178
0,486593002084762
0,794075673223109
0,0136449498026988
0,496116667305384
0,393050150853707
0,281412650291847
0,195094665106779
0,484238043989137
0,401813244666942
0,375864482933184
0,174501122573503
0,353237227617486
0,293431690660293
0,695742292396678
0,00225694293372668
0,896962573011094
0,704073529987408
0,252458288133785
0,526834184503071
0,275695705488087
0,420506899801759
-0,080153961605602
0,606129816698036
0,947748250577437
0,0853149573383661
0,289674201440123
0,952985031199229
0,234320882490541
0,385765754877379
0,274624518142133
0,597306416919765
0,590407682795326
0,568758146528095
0,423503603688677
0,214602110892567
-0,0024437248604511
0,0572089206127967
-0,177120104285744
0,379409407899489
0,905115868638705
0,44484100406021
0,660917232737544
0,168593977515876
0,405194159184542
0,00319869733098567
0,398249242601445
0,36937628627124
0,351709552187861
0,803293362235512
0,343621744696877
0,850108162176436
0,0932097173423985
-0,117344895718402
0,417589896908401
0,134653138766234
0,515112976992997
-0,15003039889108
0,0492979060825911
0,0336330654883377
0,205418605980019
0,0841435714534883
-0,0347665460061402
0,0327862126790613
0,0227688103227229
0,785982915252614
0,599724141132569
0,819890329621002
0,896528568675285
0,410347744951756
0,961138412140892
0,75971106867527
0,75120653931364
0,908215329636995
0,590388079461555
0,931328366210038
0,561404403284963
0,959570746533543
0,108602973583679
0,815675998528469
0,66714098377344
0,892770122470653
0,53621807305382
0,305552572802885
0,0559717154470158
0,412021006003502
0,48714846973048
0,503662111405818
0,903513543491075
0,0315373208457924
0,745026333905096
0,796557464124061
0,114908540494809
0,624063995952712
0,17055838732896
0,617791884600558
0,373877882763046
0,817137178571679
0,997115863775481
0,714690902085936
0,473037123344993
0,568378001790003
0,469926188588854
0,0253355767730938
0,971641572889363
0,618566478079525
0,12034248566939
0,178729668307686
0,459689884743686
0,700347866875491
0,821287044990119
0,526388121347637
0,0796495560969659
0,178075282658301
0,742809312975781
0,282145199586145
0,718416914353271
0,732225459890259
0,955617389079592
0,6752106475359
0,280840155657935
0,114729214660252
0,922041440393653
0,847813021611594
0,629846622610373
0,139056003255646
0,616565801579002
0,104640252067976
0,66501439580466
0,970605749953846
